language,year,month,pushes,pull_requests,issues,issue_comments,stars,forks,creates,contributors,active_repos
Inform 7,2020,12,0,0,0,0,0,1,0,1,1
Parrot,2020,12,0,0,2,7,0,0,0,2,1
Mask,2020,12,0,0,0,2,0,0,0,1,1
Arduino,2020,12,0,0,0,0,3,1,0,4,3
JavaScript,2021,1,54745,43047,6957,21450,14068,5304,17870,35841,23911
Python,2021,1,33754,21407,6051,16959,12215,3805,7688,28798,16183
TypeScript,2021,1,31458,27402,5591,16853,8328,1643,13626,20511,13679
HTML,2021,1,22768,11846,1664,4356,1586,1477,4948,9516,6267
Java,2021,1,22719,17571,3514,12494,5524,2423,7622,17189,10848
Go,2021,1,13529,12018,2783,13940,6584,1356,4529,13051,7101
C++,2021,1,11687,7343,2498,8674,4536,1286,2015,12470,5853
PHP,2021,1,10223,7088,1778,5192,2243,804,3141,6943,4947
Ruby,2021,1,9769,9075,1907,5713,1001,860,4764,5077,4365
C#,2021,1,9486,6559,2258,5284,3034,813,2910,8224,4408
Shell,2021,1,7402,4945,882,4595,2518,925,2064,6378,3547
C,2021,1,5967,4173,1317,4988,3123,1018,926,7787,3632
CSS,2021,1,5571,2975,388,899,714,615,1376,3030,1886
Vue,2021,1,4590,2912,461,1000,739,298,1275,2476,1703
Rust,2021,1,4353,3513,911,3686,2505,287,1670,4292,2366
Jupyter Notebook,2021,1,3600,1784,414,844,1301,622,671,3191,1508
Kotlin,2021,1,3480,2699,691,1459,856,191,1277,2454,1483
PowerShell,2021,1,2245,1395,381,1276,282,111,415,1201,612
Scala,2021,1,2013,1713,212,1133,215,74,660,1211,973
Swift,2021,1,1790,1155,441,628,1405,180,457,2205,1020
SCSS,2021,1,1739,1032,119,316,102,96,447,842,556
R,2021,1,1709,511,354,624,155,96,266,943,731
Dart,2021,1,1599,1093,448,1194,538,204,378,1682,802
Dockerfile,2021,1,1228,989,90,444,189,120,601,736,670
Julia,2021,1,1001,541,137,629,119,20,287,431,350
HCL,2021,1,910,588,71,266,112,148,321,545,426
Lua,2021,1,864,434,226,559,271,123,114,950,497
Makefile,2021,1,791,498,131,394,190,76,210,673,377
TeX,2021,1,719,350,81,143,227,80,174,585,316
DM,2021,1,710,624,104,544,7,28,184,393,151
EJS,2021,1,557,168,3,13,8,13,202,44,65
Groovy,2021,1,536,540,78,235,40,55,213,377,226
Haskell,2021,1,531,236,101,504,156,26,116,449,233
Perl,2021,1,447,282,64,206,95,25,101,437,273
Elixir,2021,1,441,350,84,188,320,41,134,540,287
Objective-C,2021,1,432,378,118,584,594,130,149,1133,444
Clojure,2021,1,426,187,101,172,183,30,109,385,215
Nix,2021,1,395,342,42,421,34,17,44,278,115
Svelte,2021,1,332,158,43,83,38,7,89,168,138
Smarty,2021,1,325,197,33,115,31,40,107,269,113
Apex,2021,1,314,90,7,27,3,10,46,74,42
Solidity,2021,1,313,144,20,100,37,19,58,163,103
Fortran,2021,1,285,147,59,285,23,16,47,264,148
MATLAB,2021,1,283,110,22,75,17,14,42,137,113
Blade,2021,1,276,199,4,27,2,2,32,95,71
Groff,2021,1,267,0,1,0,3,2,0,8,3
Jinja,2021,1,236,216,44,127,29,21,60,194,101
LLVM,2021,1,231,7,0,14,11,3,2,98,6
Handlebars,2021,1,210,119,17,20,3,2,55,86,50
Markdown,2021,1,197,129,46,253,329,74,30,480,43
Erlang,2021,1,194,150,21,118,34,10,45,151,96
OCaml,2021,1,187,153,39,361,66,12,42,236,110
Less,2021,1,175,118,4,45,22,8,28,89,59
Lean,2021,1,173,25,7,53,20,1,34,50,8
TSQL,2021,1,173,76,17,24,17,11,30,101,65
Emacs Lisp,2021,1,169,130,75,278,151,29,34,294,169
Mustache,2021,1,163,97,21,79,35,25,55,180,82
CMake,2021,1,157,166,24,236,51,15,30,181,73
Batchfile,2021,1,155,113,11,73,49,16,20,145,98
Starlark,2021,1,142,149,12,56,21,12,95,98,52
Assembly,2021,1,137,55,19,92,67,24,6,173,92
Vim script,2021,1,134,127,46,98,198,36,29,295,187
Reason,2021,1,126,50,18,35,10,4,25,43,19
PLpgSQL,2021,1,124,91,26,75,27,5,27,116,74
SystemVerilog,2021,1,123,90,13,41,13,3,17,74,33
Adblock Filter List,2021,1,121,2,10,56,1,0,1,24,9
Tcl,2021,1,113,62,4,72,7,4,20,70,27
Rich Text Format,2021,1,112,69,12,17,7,5,11,46,29
Twig,2021,1,101,63,7,17,5,4,28,62,46
XSLT,2021,1,97,47,26,47,12,11,24,102,67
Nunjucks,2021,1,95,26,11,7,31,10,12,79,39
F#,2021,1,93,57,33,85,34,7,99,110,79
QML,2021,1,92,44,35,44,25,3,27,82,40
Gherkin,2021,1,90,29,7,21,7,0,14,65,30
GDScript,2021,1,90,65,22,24,44,6,16,97,55
Puppet,2021,1,90,42,5,18,0,4,21,44,32
GLSL,2021,1,84,30,5,1,10,2,8,38,26
Nim,2021,1,79,58,25,70,51,3,21,101,53
XQuery,2021,1,79,28,5,13,0,0,8,18,10
BitBake,2021,1,74,28,21,25,2,1,17,49,34
Verilog,2021,1,73,40,11,24,17,5,11,74,48
Jsonnet,2021,1,73,78,13,89,10,14,17,89,35
Smalltalk,2021,1,72,16,24,32,4,3,30,36,27
JSON,2021,1,69,28,10,10,2,1,13,34,9
Gosu,2021,1,69,6,26,18,0,0,4,13,5
V,2021,1,68,75,21,58,34,3,0,57,16
Haxe,2021,1,65,40,25,39,18,6,10,59,25
FreeMarker,2021,1,65,13,0,2,2,1,17,15,9
Elm,2021,1,65,60,17,25,14,5,22,66,54
Pug,2021,1,64,39,5,8,9,9,15,40,26
Crystal,2021,1,62,71,11,52,20,3,25,68,43
CoffeeScript,2021,1,61,66,11,29,73,12,32,145,82
Pascal,2021,1,60,20,33,79,55,19,9,142,51
MDX,2021,1,59,42,7,34,3,2,18,54,20
Stylus,2021,1,56,35,0,11,10,1,18,34,26
Common Lisp,2021,1,54,12,6,33,28,2,6,66,48
Nextflow,2021,1,54,33,17,21,7,6,10,42,28
ZenScript,2021,1,52,4,34,65,0,2,0,39,10
SaltStack,2021,1,48,26,10,65,0,3,20,25,14
VHDL,2021,1,47,22,6,17,8,8,10,43,34
RobotFramework,2021,1,46,56,6,13,1,0,33,16,25
Liquid,2021,1,46,19,5,11,6,1,7,34,22
mcfunction,2021,1,45,14,6,5,0,0,18,16,10
PostScript,2021,1,45,21,0,5,6,3,2,33,17
Ballerina,2021,1,45,50,25,2,0,19,5,19,26
Vala,2021,1,44,27,16,53,34,4,8,71,49
D,2021,1,44,30,21,59,11,3,15,54,33
ShaderLab,2021,1,42,15,0,0,3,2,5,16,10
wdl,2021,1,41,6,0,3,1,2,1,16,10
PureScript,2021,1,41,32,0,18,9,2,18,31,21
Open Policy Agent,2021,1,39,18,21,38,6,1,5,24,7
Sass,2021,1,39,21,3,18,9,6,9,37,16
OpenSCAD,2021,1,38,10,3,17,32,6,3,49,12
Mathematica,2021,1,38,17,11,26,8,3,10,42,18
Coq,2021,1,38,19,5,8,7,0,0,31,21
Roff,2021,1,36,20,2,9,27,8,6,57,27
Zig,2021,1,35,27,5,35,10,3,3,44,16
YAML,2021,1,34,14,6,17,4,5,2,25,13
AMPL,2021,1,33,11,2,5,1,0,2,18,8
Modelica,2021,1,33,23,2,10,0,0,6,25,12
Visual Basic .NET,2021,1,33,16,4,18,2,2,7,28,15
SQF,2021,1,31,22,5,23,0,3,4,43,19
ABAP,2021,1,31,35,5,12,5,1,8,13,12
Agda,2021,1,31,7,0,4,1,0,2,10,6
Racket,2021,1,30,12,13,26,13,3,1,39,24
WebAssembly,2021,1,29,34,15,56,22,4,8,57,21
VBA,2021,1,29,37,7,23,0,1,18,18,13
Game Maker Language,2021,1,28,0,12,9,3,1,0,13,7
Raku,2021,1,28,15,8,13,0,0,3,21,13
Riot,2021,1,27,14,0,0,0,0,2,3,1
Hack,2021,1,27,35,1,10,11,7,8,31,18
DIGITAL Command Language,2021,1,25,30,1,5,1,0,15,12,7
CodeQL,2021,1,23,12,3,23,2,1,1,32,9
AGS Script,2021,1,23,6,0,2,4,2,2,13,6
Scheme,2021,1,23,14,6,4,9,1,2,34,22
Standard ML,2021,1,22,17,3,8,0,0,0,10,8
M4,2021,1,22,3,2,11,3,3,3,17,11
ReScript,2021,1,22,24,4,28,4,2,9,19,6
NCL,2021,1,22,3,3,6,0,1,3,10,3
Astro,2021,1,21,4,0,1,0,0,2,10,7
SMT,2021,1,20,7,6,0,1,0,4,6,5
MLIR,2021,1,19,4,0,2,0,0,4,5,4
Eiffel,2021,1,19,0,0,0,0,0,2,2,2
ASP.NET,2021,1,18,8,0,2,0,1,5,9,7
HLSL,2021,1,18,3,0,2,1,1,1,12,5
Vim Script,2021,1,18,24,16,52,90,14,8,141,26
Cirru,2021,1,18,11,0,0,0,0,14,2,7
Ada,2021,1,17,22,6,14,0,2,3,20,13
Xtend,2021,1,17,17,1,13,0,0,12,16,11
F*,2021,1,16,0,0,0,2,0,2,6,3
Fancy,2021,1,15,0,0,0,0,0,0,1,1
Matlab,2021,1,15,4,3,6,4,14,0,27,11
Stata,2021,1,15,6,1,4,0,0,2,5,4
JetBrains MPS,2021,1,14,0,0,0,1,0,5,5,4
IGOR Pro,2021,1,14,5,0,3,0,0,2,3,2
ActionScript,2021,1,14,12,3,10,5,6,1,22,15
Visual Basic,2021,1,14,1,4,4,6,1,0,16,11
CartoCSS,2021,1,14,3,4,6,1,3,1,10,3
Cuda,2021,1,14,18,5,24,12,8,4,54,27
Yacc,2021,1,14,5,0,0,1,0,2,8,4
Smali,2021,1,13,0,5,17,5,2,0,20,3
Ren'Py,2021,1,13,6,9,7,1,0,0,22,7
GAMS,2021,1,13,4,0,1,0,0,0,4,4
AppleScript,2021,1,11,3,0,0,3,1,2,7,4
AutoHotkey,2021,1,11,2,4,5,17,5,1,29,12
Processing,2021,1,11,19,2,1,1,25,2,29,8
COBOL,2021,1,11,6,3,5,0,2,1,7,5
SourcePawn,2021,1,11,6,5,0,1,2,2,16,14
Bicep,2021,1,10,7,0,3,9,1,3,18,3
PowerBuilder,2021,1,10,2,0,0,0,0,2,5,2
Squirrel,2021,1,10,10,0,0,1,0,0,3,5
Dhall,2021,1,10,4,0,13,2,0,3,11,8
Fennel,2021,1,10,8,0,0,1,0,4,3,2
Common Workflow Language,2021,1,10,1,0,2,0,0,1,7,5
PLSQL,2021,1,10,4,0,1,2,1,4,12,10
XC,2021,1,9,0,0,0,0,0,0,1,1
Witcher Script,2021,1,8,16,0,0,0,0,0,1,1
Isabelle,2021,1,8,1,0,0,1,0,1,9,5
GAP,2021,1,8,1,0,4,1,1,2,8,6
Objective-C++,2021,1,8,8,4,11,15,5,4,39,18
Prolog,2021,1,8,0,4,5,3,0,0,7,5
ObjectScript,2021,1,7,3,0,0,0,0,1,1,1
Idris,2021,1,7,9,3,18,4,0,0,11,3
XML,2021,1,7,1,0,1,1,2,0,6,4
LabVIEW,2021,1,7,3,1,11,0,1,0,7,4
DTrace,2021,1,7,0,0,0,0,0,0,1,1
Vim Snippet,2021,1,7,2,0,2,3,0,0,7,4
Lasso,2021,1,7,7,5,3,0,4,2,7,2
Forth,2021,1,7,0,0,0,13,0,0,14,4
Haml,2021,1,7,4,2,1,0,0,1,9,7
ASL,2021,1,6,0,1,0,3,3,0,9,6
FORTRAN,2021,1,6,1,4,5,0,0,0,4,2
YARA,2021,1,6,8,0,0,10,2,0,13,8
Web Ontology Language,2021,1,6,0,4,1,0,0,0,5,3
Meson,2021,1,6,8,1,4,1,0,4,8,4
SuperCollider,2021,1,6,6,0,0,1,0,0,4,3
MQL5,2021,1,6,2,0,0,0,0,8,1,1
ColdFusion,2021,1,5,2,1,0,0,0,3,6,5
Nasal,2021,1,5,0,1,0,0,0,0,4,2
SAS,2021,1,5,2,0,0,0,0,2,5,3
P4,2021,1,5,2,0,0,0,0,1,2,2
Brainfuck,2021,1,5,16,4,16,0,1,9,5,1
ImageJ Macro,2021,1,5,12,2,1,0,0,0,1,1
Rascal,2021,1,5,0,0,1,1,0,0,3,3
Dylan,2021,1,5,3,2,0,0,0,0,4,4
Brightscript,2021,1,5,5,3,3,0,0,2,4,2
ANTLR,2021,1,5,6,0,6,9,4,2,19,5
Thrift,2021,1,5,3,0,1,0,0,2,5,2
G-code,2021,1,5,2,0,2,0,1,0,7,5
Pawn,2021,1,5,2,0,0,1,1,0,3,4
VCL,2021,1,5,8,0,0,0,0,7,6,5
Chapel,2021,1,4,7,5,21,0,0,1,11,2
VBScript,2021,1,4,2,2,0,6,0,0,8,2
BlitzMax,2021,1,4,0,1,3,0,0,0,2,1
WDL,2021,1,4,1,0,5,0,0,0,4,2
Mako,2021,1,4,1,0,0,0,0,0,2,2
Logos,2021,1,4,6,8,6,3,2,0,14,7
NetLogo,2021,1,4,1,0,0,0,0,1,3,3
mIRC Script,2021,1,4,0,1,0,0,0,0,2,2
Slim,2021,1,4,0,0,0,0,0,0,3,3
Macaulay2,2021,1,4,1,3,13,0,0,0,8,3
Bikeshed,2021,1,4,3,3,23,4,0,0,15,4
ATS,2021,1,4,0,0,0,0,0,0,1,1
Objective-J,2021,1,3,6,0,1,0,2,0,4,2
NASL,2021,1,3,2,0,0,0,0,0,2,1
LiveScript,2021,1,3,0,0,2,1,0,0,5,4
Motoko,2021,1,3,0,0,0,0,0,2,2,1
Io,2021,1,3,0,0,0,0,0,0,1,1
Arc,2021,1,3,0,0,0,0,0,0,1,1
Hosts File,2021,1,3,0,0,0,0,0,0,1,1
PureBasic,2021,1,3,5,6,23,11,3,0,27,5
VimL,2021,1,3,4,0,5,31,6,1,40,24
Ring,2021,1,3,3,0,8,0,0,0,3,1
FIRRTL,2021,1,3,0,0,0,0,0,0,1,1
Classic ASP,2021,1,3,0,0,0,7,3,1,11,3
NSIS,2021,1,3,2,0,1,6,1,0,8,6
Odin,2021,1,2,0,0,0,0,0,0,1,1
Qt Script,2021,1,2,0,1,1,0,0,0,3,1
MoonScript,2021,1,2,1,0,0,5,0,2,7,4
APL,2021,1,2,0,1,1,0,0,0,2,2
1C Enterprise,2021,1,2,0,1,2,1,0,0,4,3
Wollok,2021,1,2,0,0,2,0,0,0,1,1
eC,2021,1,2,0,0,0,0,0,0,1,1
API Blueprint,2021,1,2,2,1,0,0,0,1,2,1
OpenQASM,2021,1,2,0,0,0,0,0,2,2,2
Stan,2021,1,2,2,0,0,2,0,0,4,2
MAXScript,2021,1,2,2,0,0,1,0,1,2,2
E,2021,1,2,0,0,0,0,0,0,1,1
RPGLE,2021,1,2,0,0,0,0,0,1,2,1
AutoIt,2021,1,2,4,1,3,7,2,0,12,4
LookML,2021,1,2,2,1,0,1,0,4,6,5
reStructuredText,2021,1,2,4,1,1,3,1,0,9,2
RenderScript,2021,1,2,0,0,0,0,0,0,1,1
RAML,2021,1,2,0,0,0,0,0,0,1,1
Alloy,2021,1,2,2,0,0,0,0,1,2,2
Grammatical Framework,2021,1,2,0,0,0,0,0,0,1,1
Bro,2021,1,1,0,0,0,0,0,1,1,1
Faust,2021,1,1,0,0,0,0,0,0,1,1
Gnuplot,2021,1,1,0,0,2,0,0,1,3,2
Fluent,2021,1,1,2,1,1,1,0,0,4,2
Futhark,2021,1,1,0,0,0,0,0,0,1,1
Arduino,2021,1,1,2,2,2,1,1,0,3,2
KakouneScript,2021,1,1,0,0,0,1,0,0,2,1
Bluespec,2021,1,1,2,0,0,0,1,0,2,1
Boogie,2021,1,1,0,0,0,0,0,1,1,1
HiveQL,2021,1,1,2,0,0,0,0,2,2,1
IDL,2021,1,1,0,0,0,0,0,1,2,1
HyPhy,2021,1,1,1,0,0,0,0,1,2,2
M,2021,1,1,3,2,21,11,0,0,15,1
Rouge,2021,1,1,2,0,0,0,0,0,1,1
Monkey C,2021,1,1,1,0,0,0,0,0,1,1
Protocol Buffer,2021,1,1,0,0,2,2,2,0,6,2
UnrealScript,2021,1,1,5,4,12,0,0,0,7,4
Kaitai Struct,2021,1,1,3,0,2,2,1,0,5,1
OpenEdge ABL,2021,1,1,0,0,0,0,0,0,1,1
TLA,2021,1,1,0,0,0,1,0,0,2,2
ECL,2021,1,1,0,0,0,0,0,0,1,1
SmPL,2021,1,1,0,0,0,0,0,0,1,1
Harbour,2021,1,1,1,0,0,0,0,0,1,1
Inform 7,2021,1,0,0,0,0,0,1,0,1,1
Red,2021,1,0,0,0,1,0,0,0,1,1
AngelScript,2021,1,0,1,0,0,1,0,0,2,2
nesC,2021,1,0,1,2,1,0,0,0,1,1
Nimrod,2021,1,0,0,1,8,2,0,0,3,2
PlantUML,2021,1,0,0,0,1,59,2,0,60,1
Awk,2021,1,0,0,1,0,8,1,0,9,5
Mercury,2021,1,0,0,1,0,3,1,0,4,1
Factor,2021,1,0,1,0,0,0,0,0,1,1
Jolie,2021,1,0,0,1,0,0,0,0,1,1
Propeller Spin,2021,1,0,0,0,0,0,0,0,1,1
Filebench WML,2021,1,0,0,0,0,1,0,0,1,1
ASP,2021,1,0,0,1,0,0,1,2,3,3
LSL,2021,1,0,1,0,0,0,0,1,1,1
Cucumber,2021,1,0,0,0,0,0,0,0,1,1
Frege,2021,1,0,0,0,0,1,0,0,1,1
Inno Setup,2021,1,0,0,0,0,2,5,3,5,3
PEG.js,2021,1,0,0,0,0,0,1,0,1,1
Cython,2021,1,0,0,4,1,2,0,0,7,4
GCC Machine Description,2021,1,0,1,0,0,0,0,0,1,1
Eagle,2021,1,0,0,0,0,2,0,0,2,2
FreeBasic,2021,1,0,1,0,0,0,0,0,1,1
Zeek,2021,1,0,0,0,0,2,0,0,2,2
Fantom,2021,1,0,0,0,0,1,0,0,1,1
D2,2021,1,0,0,0,1,1,0,0,2,1
Marko,2021,1,0,1,0,1,0,0,0,2,1
Answer Set Programming,2021,1,0,0,0,0,0,1,0,1,1
Lex,2021,1,0,0,0,1,0,0,0,1,1
SQLPL,2021,1,0,0,0,0,5,0,0,5,2
Papyrus,2021,1,0,0,5,0,0,0,0,1,1
Parrot,2021,1,0,0,0,0,1,0,0,1,1
AL,2021,1,0,0,81,71,1,1,0,13,1
ApacheConf,2021,1,0,0,0,0,0,13,0,13,1
ChucK,2021,1,0,0,0,0,1,0,0,1,1
SQL,2021,1,0,0,2,0,0,0,0,2,1
YASnippet,2021,1,0,0,0,0,1,0,0,1,1
CLIPS,2021,1,0,0,1,0,0,0,0,1,1
LFE,2021,1,0,0,2,0,0,0,0,1,1
ZAP,2021,1,0,1,0,0,0,0,0,1,1
Latte,2021,1,0,1,0,0,0,0,1,1,1
SWIG,2021,1,0,0,0,1,0,1,0,2,2
KiCad,2021,1,0,0,0,0,1,1,0,2,2
Procfile,2021,1,0,1,0,9,0,1,0,3,1
Gleam,2021,1,0,0,0,3,0,0,0,3,1
Terra,2021,1,0,0,0,3,1,0,0,2,2
Nginx,2021,1,0,0,0,0,5,1,0,6,4
Self,2021,1,0,0,0,0,3,0,0,3,1
CUE,2021,1,0,2,0,1,1,0,2,3,3
Max,2021,1,0,0,0,0,1,0,1,2,2
DataWeave,2021,1,0,2,0,0,0,0,2,1,1
JavaScript,2021,2,54836,58693,6969,28093,12330,5075,26513,32739,28022
TypeScript,2021,2,42398,50374,4818,27663,7175,1472,27251,18776,16384
Python,2021,2,36735,24141,5784,19053,11105,3970,9859,27998,17307
Java,2021,2,22798,19137,3898,12779,3365,1856,8864,14337,10678
HTML,2021,2,22687,12632,1414,5128,1693,1413,5720,9181,6548
Go,2021,2,11194,12191,2233,12200,5782,997,5434,10798,6717
C++,2021,2,10990,7149,2547,8579,5487,1213,1916,12982,5754
PHP,2021,2,10291,8232,1759,5822,2072,738,3495,6584,5066
Ruby,2021,2,9660,12423,1718,6792,925,881,6602,4715,4383
C#,2021,2,9404,7705,1735,4852,2220,770,3790,7083,4823
Shell,2021,2,9253,4824,931,4224,2333,824,2430,5863,3440
C,2021,2,6925,4535,1208,4607,2977,823,1054,7286,3776
CSS,2021,2,5597,3530,379,1150,684,609,1717,3124,2293
Rust,2021,2,4875,3742,969,3534,2717,329,1984,4436,2545
Vue,2021,2,4502,4757,389,1957,503,174,2448,1980,2248
Jupyter Notebook,2021,2,3722,1953,323,837,1193,682,612,3146,1574
Kotlin,2021,2,3574,3013,602,1739,966,261,1574,2682,1784
PowerShell,2021,2,2101,946,282,735,175,117,303,841,538
SCSS,2021,2,2093,1202,75,346,97,99,500,827,641
Scala,2021,2,1860,1789,200,651,178,78,770,1055,1014
Swift,2021,2,1733,1002,331,730,1166,189,560,1952,1042
R,2021,2,1693,607,347,624,162,171,353,926,768
Dart,2021,2,1498,1051,435,1032,493,194,327,1526,787
Julia,2021,2,1217,660,167,685,224,27,321,538,422
Dockerfile,2021,2,989,697,93,312,162,104,436,698,540
HCL,2021,2,950,721,60,346,127,126,416,619,437
Lua,2021,2,938,482,248,512,313,95,135,924,494
Makefile,2021,2,812,518,127,403,155,75,244,637,357
DM,2021,2,740,626,58,452,3,14,152,356,146
Haskell,2021,2,639,284,94,330,139,29,157,479,266
TeX,2021,2,541,316,82,267,306,83,103,657,298
Elixir,2021,2,528,779,90,334,194,23,436,421,458
Nix,2021,2,507,383,49,366,26,20,66,302,138
Groovy,2021,2,504,446,59,183,34,66,205,335,198
Markdown,2021,2,443,138,25,392,108,35,34,231,43
Svelte,2021,2,428,501,62,209,41,8,234,202,190
Clojure,2021,2,416,232,69,130,189,18,98,372,205
EJS,2021,2,415,139,12,35,11,4,136,49,78
Perl,2021,2,409,295,72,217,76,41,89,403,245
Smarty,2021,2,382,182,64,112,18,41,94,241,110
Apex,2021,2,340,84,5,58,4,9,52,52,36
Fortran,2021,2,272,131,56,176,21,15,43,212,126
OCaml,2021,2,267,138,44,182,58,14,42,205,130
Objective-C,2021,2,263,188,101,410,261,64,97,621,338
Jinja,2021,2,247,174,25,107,27,29,59,174,138
Blade,2021,2,237,153,12,9,5,8,50,98,67
Vim script,2021,2,208,153,38,118,195,35,47,319,205
Batchfile,2021,2,195,149,5,38,34,15,27,125,85
MATLAB,2021,2,193,105,38,114,16,12,34,124,87
Starlark,2021,2,174,96,9,37,18,7,95,69,39
F#,2021,2,170,72,12,70,32,2,92,111,84
Mustache,2021,2,169,99,28,86,27,32,53,185,81
Solidity,2021,2,161,91,11,39,29,24,44,141,88
CMake,2021,2,160,142,50,125,44,28,46,198,101
Lean,2021,2,154,32,2,45,4,0,28,42,10
GDScript,2021,2,148,99,19,29,33,5,60,93,59
Handlebars,2021,2,145,134,6,65,2,3,75,73,54
Groff,2021,2,140,0,0,14,2,0,0,8,3
Assembly,2021,2,133,73,21,46,86,22,22,191,100
PLpgSQL,2021,2,127,56,35,34,19,4,17,98,56
LLVM,2021,2,125,13,8,14,6,3,4,73,6
Rich Text Format,2021,2,122,64,4,19,7,2,6,33,24
GLSL,2021,2,121,29,9,15,17,2,11,61,40
Nim,2021,2,119,73,31,47,50,3,22,95,56
Emacs Lisp,2021,2,117,93,62,225,186,34,21,349,202
XSLT,2021,2,114,71,38,88,23,8,29,143,93
TSQL,2021,2,113,54,15,30,12,26,23,100,62
Adblock Filter List,2021,2,103,9,19,13,2,2,1,27,8
Nunjucks,2021,2,103,71,35,41,23,5,45,80,49
Elm,2021,2,93,72,8,21,17,5,35,68,57
Haxe,2021,2,93,41,35,41,22,5,12,80,33
ShaderLab,2021,2,88,48,6,2,4,1,20,33,17
Vala,2021,2,83,19,14,37,37,4,7,75,68
PLSQL,2021,2,82,136,0,2,3,1,27,17,14
Erlang,2021,2,82,56,21,76,53,14,17,129,94
Common Lisp,2021,2,79,36,16,65,29,4,13,70,51
QML,2021,2,78,43,34,40,23,6,27,89,43
Gherkin,2021,2,77,20,32,31,2,0,10,46,23
V,2021,2,77,94,17,36,157,10,13,197,27
BitBake,2021,2,76,45,52,47,2,1,17,56,27
CoffeeScript,2021,2,75,81,19,58,64,15,52,134,100
Pascal,2021,2,75,43,27,44,43,13,4,119,70
Nextflow,2021,2,75,41,6,23,3,1,22,35,24
Jsonnet,2021,2,74,63,10,57,13,8,24,65,34
Smalltalk,2021,2,73,16,8,37,3,5,10,36,23
Pug,2021,2,71,48,3,12,7,4,18,40,32
Tcl,2021,2,70,26,7,34,11,3,7,62,27
MDX,2021,2,70,44,6,23,2,4,16,57,18
Twig,2021,2,68,52,8,18,4,2,22,52,37
Liquid,2021,2,64,53,17,8,6,3,24,39,25
Smali,2021,2,63,1,1,4,2,1,0,11,3
Roff,2021,2,62,46,4,17,23,5,22,66,40
Zig,2021,2,59,30,7,31,123,9,8,155,25
SystemVerilog,2021,2,57,43,9,35,10,2,14,50,25
Sass,2021,2,54,42,5,27,7,4,9,44,18
CodeQL,2021,2,53,35,13,47,1,0,8,30,10
Coq,2021,2,53,22,2,7,5,3,9,39,25
Verilog,2021,2,53,46,7,26,14,5,18,64,45
Crystal,2021,2,50,40,15,26,24,2,21,61,38
Visual Basic .NET,2021,2,49,35,17,52,11,3,31,52,23
Puppet,2021,2,49,20,0,1,2,2,14,24,15
SQF,2021,2,47,6,4,8,0,1,1,25,17
D,2021,2,46,34,5,41,24,3,6,65,35
Racket,2021,2,45,11,8,16,13,2,5,43,24
OpenSCAD,2021,2,44,8,3,10,4,0,5,20,12
mcfunction,2021,2,40,11,6,10,0,2,6,14,10
Ballerina,2021,2,39,31,14,8,0,2,5,22,27
Stylus,2021,2,38,41,0,16,5,1,21,30,31
Standard ML,2021,2,37,32,1,22,3,4,8,21,15
VHDL,2021,2,37,19,12,7,5,1,5,32,27
Mathematica,2021,2,35,6,3,7,5,2,9,35,23
RobotFramework,2021,2,34,25,2,10,0,0,5,18,10
XQuery,2021,2,32,4,6,14,0,0,3,15,11
JSON,2021,2,32,14,10,21,1,3,4,20,11
Less,2021,2,32,61,12,35,7,9,18,48,41
ZenScript,2021,2,31,7,20,27,1,1,2,41,15
SaltStack,2021,2,31,10,0,25,1,3,10,20,15
Prolog,2021,2,29,7,6,18,3,0,4,14,8
PureScript,2021,2,29,24,6,12,7,9,9,30,25
Bicep,2021,2,28,19,5,7,5,3,11,16,6
GAP,2021,2,28,37,2,18,3,3,9,17,10
Astro,2021,2,27,14,0,1,0,1,9,11,10
Xtend,2021,2,27,13,5,7,0,0,6,19,12
Grammatical Framework,2021,2,26,0,0,0,3,0,0,2,3
Open Policy Agent,2021,2,25,25,5,16,2,4,7,17,9
Stata,2021,2,24,9,0,4,2,0,4,13,7
DIGITAL Command Language,2021,2,24,30,0,2,1,0,16,3,3
Ren'Py,2021,2,22,22,6,16,0,2,6,31,12
Scheme,2021,2,22,13,2,25,17,4,1,41,24
FreeMarker,2021,2,22,10,3,2,1,0,1,10,6
MQL5,2021,2,21,2,2,1,1,0,5,3,2
Reason,2021,2,21,19,4,17,11,3,14,33,15
Haml,2021,2,21,12,3,2,0,0,3,12,8
XML,2021,2,21,13,0,8,0,1,0,10,4
VCL,2021,2,20,8,0,1,0,0,8,10,6
WebAssembly,2021,2,19,15,2,10,19,4,7,33,17
Yacc,2021,2,18,6,1,0,0,0,3,10,6
NCL,2021,2,18,6,0,38,0,1,2,12,2
VBA,2021,2,18,16,60,41,2,2,1,15,11
Vim Script,2021,2,17,23,20,59,90,12,6,148,31
ASP.NET,2021,2,17,16,0,1,0,0,3,8,6
PostScript,2021,2,17,13,10,7,4,1,5,25,17
Brainfuck,2021,2,17,22,4,18,1,0,10,16,4
MLIR,2021,2,17,7,0,0,0,0,1,6,5
Ada,2021,2,16,7,1,3,4,0,5,17,12
Perl 6,2021,2,16,1,1,0,0,0,0,3,3
ABAP,2021,2,15,6,3,1,2,1,2,10,10
ReScript,2021,2,15,19,1,3,3,3,10,16,9
Slim,2021,2,14,3,0,3,1,0,0,8,3
Hack,2021,2,14,11,0,1,5,3,4,17,9
Logos,2021,2,14,19,0,6,6,4,1,23,12
